10000000	0
10115794.542598983	0
10232929.922807537	0
10351421.66679343	0
10471285.480508985	0
10592537.251772897	0
10715193.052376071	0
10839269.140212039	0
10964781.961431852	0
11091748.15262401	0
11220184.54301963	0
11350108.156723144	0
11481536.214968817	0
11614486.138403438	0
11748975.549395302	0
11885022.27437019	0
12022644.34617413	0
12161860.006463679	0
12302687.70812381	0
12445146.117713844	0
12589254.117941663	0
12735030.810166629	0
12882495.51693135	0
13031667.784523001	0
13182567.385564074	0
13335214.32163324	0
13489628.825916532	0
13645831.365889238	0
13803842.646028839	0
13963683.610559363	0
14125375.446227554	0
14288939.585111037	0
14454397.70745928	0
14621771.744567184	0
14791083.881682072	0
14962356.560944328	0
15135612.484362071	0
15310874.616820287	0
15488166.189124828	0
15667510.701081501	0
15848931.924611142	0
16032453.906900417	0
16218100.9735893	0
16405897.731995387	0
16595869.074375596	0
16788040.18122559	0
16982436.52461746	0
17179083.871575896	0
17378008.28749376	0
17579236.13958693	0
17782794.100389227	0
17988709.151287872	0
18197008.586099826	0
18407720.014689546	0
18620871.366628658	0
18836490.89489802	0
19054607.17963248	0
19275249.131909367	0
19498445.997580454	0
19724227.361148532	0
19952623.149688788	0
20183663.636815596	0
20417379.446695276	0
20653801.558105312	0
20892961.308540408	0
21134890.398366477	0
21379620.895022325	0
21627185.237270202	1.42992820001455e-307
21877616.23949552	4.236682495022261e-304
22130947.096056364	1.145565759447207e-300
22387211.385683376	2.82991677949135e-297
22646443.075930618	6.393488462233178e-294
22908676.52767775	1.3223864472224355e-290
23173946.499684796	2.5065468359795222e-287
23442288.153199226	4.358387508757813e-284
23713737.056616552	6.958876883742013e-281
23988329.190194897	1.0212723781242491e-277
24266100.95082414	1.3789678305988686e-274
24547089.156850286	1.714719223476547e-271
24831331.05295568	1.9654849516057445e-268
25118864.315095823	2.0786964378187463e-265
25409727.055493064	2.0302955294728994e-262
25703957.827688646	1.8330398474203283e-259
26001595.63165272	1.5311654310636812e-256
26302679.918953814	1.1844003160351892e-253
26607250.597988084	8.491517434298693e-251
26915348.039269138	5.6475789862629295e-248
27227013.080779098	3.4874262592233272e-245
27542287.03338169	2.001173187906298e-242
